url,datestr,id,frame,centroid,bbox
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323011.tif,2017-05-08,10300100692EE600,3323011,"(43.1982421875, -11.9091796875)","((43.154296875, -11.953125), (43.154296875, -11.865234375), (43.2421875, -11.865234375), (43.2421875, -11.953125), (43.154296875, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323013.tif,2017-05-08,10300100692EE600,3323013,"(43.1982421875, -11.8212890625)","((43.154296875, -11.865234375), (43.154296875, -11.77734375), (43.2421875, -11.77734375), (43.2421875, -11.865234375), (43.154296875, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323031.tif,2017-05-08,10300100692EE600,3323031,"(43.1982421875, -11.7333984375)","((43.154296875, -11.77734375), (43.154296875, -11.689453125), (43.2421875, -11.689453125), (43.2421875, -11.77734375), (43.154296875, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323100.tif,2017-05-08,10300100692EE600,3323100,"(43.2861328125, -11.9091796875)","((43.2421875, -11.953125), (43.2421875, -11.865234375), (43.330078125, -11.865234375), (43.330078125, -11.953125), (43.2421875, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323101.tif,2017-05-08,10300100692EE600,3323101,"(43.3740234375, -11.9091796875)","((43.330078125, -11.953125), (43.330078125, -11.865234375), (43.41796875, -11.865234375), (43.41796875, -11.953125), (43.330078125, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323102.tif,2017-05-08,10300100692EE600,3323102,"(43.2861328125, -11.8212890625)","((43.2421875, -11.865234375), (43.2421875, -11.77734375), (43.330078125, -11.77734375), (43.330078125, -11.865234375), (43.2421875, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323103.tif,2017-05-08,10300100692EE600,3323103,"(43.3740234375, -11.8212890625)","((43.330078125, -11.865234375), (43.330078125, -11.77734375), (43.41796875, -11.77734375), (43.41796875, -11.865234375), (43.330078125, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323120.tif,2017-05-08,10300100692EE600,3323120,"(43.2861328125, -11.7333984375)","((43.2421875, -11.77734375), (43.2421875, -11.689453125), (43.330078125, -11.689453125), (43.330078125, -11.77734375), (43.2421875, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-05-08/10300100692EE600/3323121.tif,2017-05-08,10300100692EE600,3323121,"(43.3740234375, -11.7333984375)","((43.330078125, -11.77734375), (43.330078125, -11.689453125), (43.41796875, -11.689453125), (43.41796875, -11.77734375), (43.330078125, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023101.tif,2017-10-28,103001007206B400,3023101,"(40.5615234375, -14.7216796875)","((40.517578125, -14.765625), (40.517578125, -14.677734375), (40.60546875, -14.677734375), (40.60546875, -14.765625), (40.517578125, -14.765625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023103.tif,2017-10-28,103001007206B400,3023103,"(40.5615234375, -14.6337890625)","((40.517578125, -14.677734375), (40.517578125, -14.58984375), (40.60546875, -14.58984375), (40.60546875, -14.677734375), (40.517578125, -14.677734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023110.tif,2017-10-28,103001007206B400,3023110,"(40.6494140625, -14.7216796875)","((40.60546875, -14.765625), (40.60546875, -14.677734375), (40.693359375, -14.677734375), (40.693359375, -14.765625), (40.60546875, -14.765625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023111.tif,2017-10-28,103001007206B400,3023111,"(40.7373046875, -14.7216796875)","((40.693359375, -14.765625), (40.693359375, -14.677734375), (40.78125, -14.677734375), (40.78125, -14.765625), (40.693359375, -14.765625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023112.tif,2017-10-28,103001007206B400,3023112,"(40.6494140625, -14.6337890625)","((40.60546875, -14.677734375), (40.60546875, -14.58984375), (40.693359375, -14.58984375), (40.693359375, -14.677734375), (40.60546875, -14.677734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023113.tif,2017-10-28,103001007206B400,3023113,"(40.7373046875, -14.6337890625)","((40.693359375, -14.677734375), (40.693359375, -14.58984375), (40.78125, -14.58984375), (40.78125, -14.677734375), (40.693359375, -14.677734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023121.tif,2017-10-28,103001007206B400,3023121,"(40.5615234375, -14.5458984375)","((40.517578125, -14.58984375), (40.517578125, -14.501953125), (40.60546875, -14.501953125), (40.60546875, -14.58984375), (40.517578125, -14.58984375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023123.tif,2017-10-28,103001007206B400,3023123,"(40.5615234375, -14.4580078125)","((40.517578125, -14.501953125), (40.517578125, -14.4140625), (40.60546875, -14.4140625), (40.60546875, -14.501953125), (40.517578125, -14.501953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023130.tif,2017-10-28,103001007206B400,3023130,"(40.6494140625, -14.5458984375)","((40.60546875, -14.58984375), (40.60546875, -14.501953125), (40.693359375, -14.501953125), (40.693359375, -14.58984375), (40.60546875, -14.58984375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023131.tif,2017-10-28,103001007206B400,3023131,"(40.7373046875, -14.5458984375)","((40.693359375, -14.58984375), (40.693359375, -14.501953125), (40.78125, -14.501953125), (40.78125, -14.58984375), (40.693359375, -14.58984375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023132.tif,2017-10-28,103001007206B400,3023132,"(40.6494140625, -14.4580078125)","((40.60546875, -14.501953125), (40.60546875, -14.4140625), (40.693359375, -14.4140625), (40.693359375, -14.501953125), (40.60546875, -14.501953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023133.tif,2017-10-28,103001007206B400,3023133,"(40.7373046875, -14.4580078125)","((40.693359375, -14.501953125), (40.693359375, -14.4140625), (40.78125, -14.4140625), (40.78125, -14.501953125), (40.693359375, -14.501953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023301.tif,2017-10-28,103001007206B400,3023301,"(40.5615234375, -14.3701171875)","((40.517578125, -14.4140625), (40.517578125, -14.326171875), (40.60546875, -14.326171875), (40.60546875, -14.4140625), (40.517578125, -14.4140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023310.tif,2017-10-28,103001007206B400,3023310,"(40.6494140625, -14.3701171875)","((40.60546875, -14.4140625), (40.60546875, -14.326171875), (40.693359375, -14.326171875), (40.693359375, -14.4140625), (40.60546875, -14.4140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2017-10-28/103001007206B400/3023311.tif,2017-10-28,103001007206B400,3023311,"(40.7373046875, -14.3701171875)","((40.693359375, -14.4140625), (40.693359375, -14.326171875), (40.78125, -14.326171875), (40.78125, -14.4140625), (40.693359375, -14.4140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323101.tif,2018-05-04,103001007D605800,3323101,"(43.3740234375, -11.9091796875)","((43.330078125, -11.953125), (43.330078125, -11.865234375), (43.41796875, -11.865234375), (43.41796875, -11.953125), (43.330078125, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323103.tif,2018-05-04,103001007D605800,3323103,"(43.3740234375, -11.8212890625)","((43.330078125, -11.865234375), (43.330078125, -11.77734375), (43.41796875, -11.77734375), (43.41796875, -11.865234375), (43.330078125, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323110.tif,2018-05-04,103001007D605800,3323110,"(43.4619140625, -11.9091796875)","((43.41796875, -11.953125), (43.41796875, -11.865234375), (43.505859375, -11.865234375), (43.505859375, -11.953125), (43.41796875, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323111.tif,2018-05-04,103001007D605800,3323111,"(43.5498046875, -11.9091796875)","((43.505859375, -11.953125), (43.505859375, -11.865234375), (43.59375, -11.865234375), (43.59375, -11.953125), (43.505859375, -11.953125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323112.tif,2018-05-04,103001007D605800,3323112,"(43.4619140625, -11.8212890625)","((43.41796875, -11.865234375), (43.41796875, -11.77734375), (43.505859375, -11.77734375), (43.505859375, -11.865234375), (43.41796875, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323113.tif,2018-05-04,103001007D605800,3323113,"(43.5498046875, -11.8212890625)","((43.505859375, -11.865234375), (43.505859375, -11.77734375), (43.59375, -11.77734375), (43.59375, -11.865234375), (43.505859375, -11.865234375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323121.tif,2018-05-04,103001007D605800,3323121,"(43.3740234375, -11.7333984375)","((43.330078125, -11.77734375), (43.330078125, -11.689453125), (43.41796875, -11.689453125), (43.41796875, -11.77734375), (43.330078125, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323123.tif,2018-05-04,103001007D605800,3323123,"(43.3740234375, -11.6455078125)","((43.330078125, -11.689453125), (43.330078125, -11.6015625), (43.41796875, -11.6015625), (43.41796875, -11.689453125), (43.330078125, -11.689453125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323130.tif,2018-05-04,103001007D605800,3323130,"(43.4619140625, -11.7333984375)","((43.41796875, -11.77734375), (43.41796875, -11.689453125), (43.505859375, -11.689453125), (43.505859375, -11.77734375), (43.41796875, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323131.tif,2018-05-04,103001007D605800,3323131,"(43.5498046875, -11.7333984375)","((43.505859375, -11.77734375), (43.505859375, -11.689453125), (43.59375, -11.689453125), (43.59375, -11.77734375), (43.505859375, -11.77734375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323132.tif,2018-05-04,103001007D605800,3323132,"(43.4619140625, -11.6455078125)","((43.41796875, -11.689453125), (43.41796875, -11.6015625), (43.505859375, -11.6015625), (43.505859375, -11.689453125), (43.41796875, -11.689453125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323133.tif,2018-05-04,103001007D605800,3323133,"(43.5498046875, -11.6455078125)","((43.505859375, -11.689453125), (43.505859375, -11.6015625), (43.59375, -11.6015625), (43.59375, -11.689453125), (43.505859375, -11.689453125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323301.tif,2018-05-04,103001007D605800,3323301,"(43.3740234375, -11.5576171875)","((43.330078125, -11.6015625), (43.330078125, -11.513671875), (43.41796875, -11.513671875), (43.41796875, -11.6015625), (43.330078125, -11.6015625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323310.tif,2018-05-04,103001007D605800,3323310,"(43.4619140625, -11.5576171875)","((43.41796875, -11.6015625), (43.41796875, -11.513671875), (43.505859375, -11.513671875), (43.505859375, -11.6015625), (43.41796875, -11.6015625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-05-04/103001007D605800/3323311.tif,2018-05-04,103001007D605800,3323311,"(43.5498046875, -11.5576171875)","((43.505859375, -11.6015625), (43.505859375, -11.513671875), (43.59375, -11.513671875), (43.59375, -11.6015625), (43.505859375, -11.6015625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203033.tif,2018-08-26,1030010080A86600,3203033,"(40.3857421875, -13.0517578125)","((40.341796875, -13.095703125), (40.341796875, -13.0078125), (40.4296875, -13.0078125), (40.4296875, -13.095703125), (40.341796875, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203122.tif,2018-08-26,1030010080A86600,3203122,"(40.4736328125, -13.0517578125)","((40.4296875, -13.095703125), (40.4296875, -13.0078125), (40.517578125, -13.0078125), (40.517578125, -13.095703125), (40.4296875, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203123.tif,2018-08-26,1030010080A86600,3203123,"(40.5615234375, -13.0517578125)","((40.517578125, -13.095703125), (40.517578125, -13.0078125), (40.60546875, -13.0078125), (40.60546875, -13.095703125), (40.517578125, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203211.tif,2018-08-26,1030010080A86600,3203211,"(40.3857421875, -12.9638671875)","((40.341796875, -13.0078125), (40.341796875, -12.919921875), (40.4296875, -12.919921875), (40.4296875, -13.0078125), (40.341796875, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203213.tif,2018-08-26,1030010080A86600,3203213,"(40.3857421875, -12.8759765625)","((40.341796875, -12.919921875), (40.341796875, -12.83203125), (40.4296875, -12.83203125), (40.4296875, -12.919921875), (40.341796875, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203231.tif,2018-08-26,1030010080A86600,3203231,"(40.3857421875, -12.7880859375)","((40.341796875, -12.83203125), (40.341796875, -12.744140625), (40.4296875, -12.744140625), (40.4296875, -12.83203125), (40.341796875, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203233.tif,2018-08-26,1030010080A86600,3203233,"(40.3857421875, -12.7001953125)","((40.341796875, -12.744140625), (40.341796875, -12.65625), (40.4296875, -12.65625), (40.4296875, -12.744140625), (40.341796875, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203300.tif,2018-08-26,1030010080A86600,3203300,"(40.4736328125, -12.9638671875)","((40.4296875, -13.0078125), (40.4296875, -12.919921875), (40.517578125, -12.919921875), (40.517578125, -13.0078125), (40.4296875, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203301.tif,2018-08-26,1030010080A86600,3203301,"(40.5615234375, -12.9638671875)","((40.517578125, -13.0078125), (40.517578125, -12.919921875), (40.60546875, -12.919921875), (40.60546875, -13.0078125), (40.517578125, -13.0078125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203302.tif,2018-08-26,1030010080A86600,3203302,"(40.4736328125, -12.8759765625)","((40.4296875, -12.919921875), (40.4296875, -12.83203125), (40.517578125, -12.83203125), (40.517578125, -12.919921875), (40.4296875, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203303.tif,2018-08-26,1030010080A86600,3203303,"(40.5615234375, -12.8759765625)","((40.517578125, -12.919921875), (40.517578125, -12.83203125), (40.60546875, -12.83203125), (40.60546875, -12.919921875), (40.517578125, -12.919921875))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203320.tif,2018-08-26,1030010080A86600,3203320,"(40.4736328125, -12.7880859375)","((40.4296875, -12.83203125), (40.4296875, -12.744140625), (40.517578125, -12.744140625), (40.517578125, -12.83203125), (40.4296875, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203321.tif,2018-08-26,1030010080A86600,3203321,"(40.5615234375, -12.7880859375)","((40.517578125, -12.83203125), (40.517578125, -12.744140625), (40.60546875, -12.744140625), (40.60546875, -12.83203125), (40.517578125, -12.83203125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203322.tif,2018-08-26,1030010080A86600,3203322,"(40.4736328125, -12.7001953125)","((40.4296875, -12.744140625), (40.4296875, -12.65625), (40.517578125, -12.65625), (40.517578125, -12.744140625), (40.4296875, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3203323.tif,2018-08-26,1030010080A86600,3203323,"(40.5615234375, -12.7001953125)","((40.517578125, -12.744140625), (40.517578125, -12.65625), (40.60546875, -12.65625), (40.60546875, -12.744140625), (40.517578125, -12.744140625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221011.tif,2018-08-26,1030010080A86600,3221011,"(40.3857421875, -12.6123046875)","((40.341796875, -12.65625), (40.341796875, -12.568359375), (40.4296875, -12.568359375), (40.4296875, -12.65625), (40.341796875, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221013.tif,2018-08-26,1030010080A86600,3221013,"(40.3857421875, -12.5244140625)","((40.341796875, -12.568359375), (40.341796875, -12.48046875), (40.4296875, -12.48046875), (40.4296875, -12.568359375), (40.341796875, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221100.tif,2018-08-26,1030010080A86600,3221100,"(40.4736328125, -12.6123046875)","((40.4296875, -12.65625), (40.4296875, -12.568359375), (40.517578125, -12.568359375), (40.517578125, -12.65625), (40.4296875, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221101.tif,2018-08-26,1030010080A86600,3221101,"(40.5615234375, -12.6123046875)","((40.517578125, -12.65625), (40.517578125, -12.568359375), (40.60546875, -12.568359375), (40.60546875, -12.65625), (40.517578125, -12.65625))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221102.tif,2018-08-26,1030010080A86600,3221102,"(40.4736328125, -12.5244140625)","((40.4296875, -12.568359375), (40.4296875, -12.48046875), (40.517578125, -12.48046875), (40.517578125, -12.568359375), (40.4296875, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/1030010080A86600/3221103.tif,2018-08-26,1030010080A86600,3221103,"(40.5615234375, -12.5244140625)","((40.517578125, -12.568359375), (40.517578125, -12.48046875), (40.60546875, -12.48046875), (40.60546875, -12.568359375), (40.517578125, -12.568359375))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203123.tif,2018-08-26,10300100828F1100,3203123,"(40.5615234375, -13.0517578125)","((40.517578125, -13.095703125), (40.517578125, -13.0078125), (40.60546875, -13.0078125), (40.60546875, -13.095703125), (40.517578125, -13.095703125))"
https://opendata.digitalglobe.com/cyclone-kenneth/pre-event/2018-08-26/10300100828F1100/3203132.tif,2018-08-26,10300100828F1100,3203132,"(40.6494140625, -13.0517578125)","((40.60546875, -13.095703125), (40.60546875, -13.0078125), (40.693359375, -13.0078125), (40.693359375, -13.095703125), (40.60546875, -13.095703125))"
